Id,Label,timeset,account,1,2,pr_indegree,pr_indegree_normalized,pr_domain,pr_proximity,pr_rank,pr_rank_min-max-normalized,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,pageranks,clustering
3762,3762,"<[8595581.0, 8864142.0]>",0x7446028a5ee61d8323c5950c2280ce5985e580ae,8595581,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3763,3763,"<[8595581.0, 8864142.0]>",0x7068afd094f1f398cc8398876124b10b4f63da81,8595581,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3764,3764,"<[8595581.0, 8864142.0]>",0xdab2c87a95a5d997de8e1f4d48be638585460d6d,8595581,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3765,3765,"<[8595581.0, 8864142.0]>",0x4b488c813062fafc292851d3192f7d595d908878,8595581,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3766,3766,"<[8595582.0, 8864142.0]>",0x93775e2c075d8bc53d90438daf6ad581cc269651,8595582,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3767,3767,"<[8595582.0, 8864142.0]>",0x60b744cf01c11ed86dfafe3e5d9292b12b9e0b0b,8595582,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3768,3768,"<[8595583.0, 8864142.0]>",0xfc57199405f6deb3a745ec3401cd6d48d92a9de3,8595583,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3769,3769,"<[8595583.0, 8864142.0]>",0x1b98b1f009fa5da0d487fd4878a47c27add72ae0,8595583,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3770,3770,"<[8595583.0, 8864142.0]>",0x72a7e31c2a92bdd4f0e7775b96db52a2deacb0a7,8595583,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3771,3771,"<[8595584.0, 8864142.0]>",0x4d2d7c95e0621f6fe1775b0cb3dfda792765bcf5,8595584,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3772,3772,"<[8595587.0, 8864142.0]>",0x0c0bd68fb8582c236ad2ec238db70593daa31be3,8595587,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3773,3773,"<[8595587.0, 8864142.0]>",0xabb51118c5634406ae7f028197148cb5f5e36798,8595587,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3774,3774,"<[8595587.0, 8864142.0]>",0x974154a4364ea19c2deda1ca8653766a8f32c53d,8595587,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3775,3775,"<[8595587.0, 8864142.0]>",0x14ad50190516e42967d4bdae7adc7643a6aa8195,8595587,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3776,3776,"<[8595587.0, 8864142.0]>",0xd1f1e942cea3a57e6919e66316cd067dfaee05e2,8595587,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3777,3777,"<[8595587.0, 8864142.0]>",0x779337a9716c00d5ec13c95da5cf6e0bc5b6201f,8595587,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3778,3778,"<[8595587.0, 8864142.0]>",0xfe3f74edd3295b915114149aab582772043bb72e,8595587,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3779,3779,"<[8595587.0, 8864142.0]>",0x9f5f7166cb209ddf4bd55322b2332669345432ab,8595587,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3780,3780,"<[8595587.0, 8864142.0]>",0x9c08d609bcf9605c7c7499688a54b08bcbe522ce,8595587,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3781,3781,"<[8595587.0, 8864142.0]>",0x849b3b8bc86618f96560217f6a612aa283598bcf,8595587,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3782,3782,"<[8595587.0, 8864142.0]>",0x586543a18dc9946c30be70fc6aa8166db2751a9b,8595587,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3783,3783,"<[8595587.0, 8864142.0]>",0xd39aade051893d2d248636956501de98609d4876,8595587,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3784,3784,"<[8595588.0, 8864142.0]>",0x24cb7a24ccdfc9a36f4e9e435137d562e8c69c9b,8595588,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3785,3785,"<[8595588.0, 8864142.0]>",0xf6068079f0a9226972c23a40441117369131286c,8595588,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3786,3786,"<[8595588.0, 8864142.0]>",0x337f2d0d0ca84fad24ce60c7380ad9861f5b9330,8595588,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3787,3787,"<[8595588.0, 8864142.0]>",0xd29e849e56e674863e20bb66fd731629494226c7,8595588,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3788,3788,"<[8595588.0, 8864142.0]>",0xd9fde4273f8f340d18b240d7e388350c52b7ff49,8595588,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3789,3789,"<[8595591.0, 8864142.0]>",0x1a156c8bdd2af1bbb8845474b833d91b4844d733,8595591,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3790,3790,"<[8595591.0, 8864142.0]>",0xeb60a8682a1fc4eb195fc7d58f1469142e30b036,8595591,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3791,3791,"<[8595591.0, 8864142.0]>",0xbac08c557816e3ad150df7cc5bb76e364cdbf730,8595591,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3792,3792,"<[8595591.0, 8864142.0]>",0xe206f827aa01f5818a56461c5aeb144dd3b9c81b,8595591,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3793,3793,"<[8595591.0, 8864142.0]>",0xc0ef34d754b3b02d161d12135b3dbfe105e99a7a,8595591,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3794,3794,"<[8595591.0, 8864142.0]>",0xf1ae84f84d5cf81772c7cb76535e7cacc43e263f,8595591,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3795,3795,"<[8595591.0, 8864142.0]>",0x54a9ca4d46dd79a889b60ddad9aea1c85b408ca3,8595591,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3796,3796,"<[8595593.0, 8864142.0]>",0x5b1ac1b067bfd1f6d1eee4b1ee1e56060f0d5573,8595593,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3797,3797,"<[8595593.0, 8864142.0]>",0x7fb0271d35207253037a884ea9236f7ca53e0d8f,8595593,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3798,3798,"<[8595593.0, 8864142.0]>",0x6b804b2f23ad3d58187d1306ed2f050123ea797f,8595593,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3799,3799,"<[8595593.0, 8864142.0]>",0x179fcd6edb953b1540febf9e6cc0a342dcde6ede,8595593,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3800,3800,"<[8595593.0, 8864142.0]>",0x9effa79a53f18f95a16c1be7acf6a3843755f613,8595593,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3801,3801,"<[8595594.0, 8864142.0]>",0x3545906f8f1a4957ff48efc56004402cb024ef9b,8595594,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3802,3802,"<[8595594.0, 8864142.0]>",0xfeb1a9383b0202032a6d5cb29d498f0a27e979fd,8595594,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3803,3803,"<[8595594.0, 8864142.0]>",0x3d0cb4ee9be87ab83ae4c151d294c3c00328c5ef,8595594,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3804,3804,"<[8595594.0, 8864142.0]>",0x3977eea2a3bbf8963d2ce8fac469b6650084595e,8595594,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3805,3805,"<[8595594.0, 8864142.0]>",0xae778883bcbb97f4a193885431d9e34ae941973b,8595594,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3806,3806,"<[8595594.0, 8864142.0]>",0xb041b3c7126c8f35e8cc3072c70b6f4529daef9f,8595594,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3807,3807,"<[8595594.0, 8864142.0]>",0xa058fe0ec266b91a0c61869e29f910c92a64c0b7,8595594,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3808,3808,"<[8595594.0, 8864142.0]>",0x52a53891c03d2327b77b1e04d6a653e42c891ea5,8595594,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3809,3809,"<[8595594.0, 8864142.0]>",0x9712cb7fd718fd011d72efe22a9bdadbb3bdfca1,8595594,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3810,3810,"<[8595594.0, 8864142.0]>",0xcda6969ec01b22d8c4f51f2c0f226745bc61f873,8595594,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3811,3811,"<[8595594.0, 8864142.0]>",0x64eba6eb4980d54aa3e42c718ab2b59e358d3548,8595594,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3812,3812,"<[8595594.0, 8864142.0]>",0x44e0e60b27b60c438aa2605162c452ce8b0ab1bb,8595594,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3813,3813,"<[8595594.0, 8864142.0]>",0x3390607d2162dc98c5b01bc72d264d7e52efd729,8595594,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3814,3814,"<[8595594.0, 8864142.0]>",0x644e9371cf1a0d04e140794e775f3b758dd8d168,8595594,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3815,3815,"<[8595594.0, 8864142.0]>",0x8d084443f8c9ad2e1da7f8210d3f7625b6f54c8d,8595594,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3816,3816,"<[8595594.0, 8864142.0]>",0x402cb5938bd87c59c90dba1c4aa3f1506bc40b95,8595594,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3817,3817,"<[8595595.0, 8864142.0]>",0xd4efc575f01207f7416817984e96376fcec5ef7e,8595595,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3818,3818,"<[8595595.0, 8864142.0]>",0x4f4992bc37f3cf2c6a9b56edce9b5728fa154683,8595595,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3819,3819,"<[8595595.0, 8864142.0]>",0xfaa0a702514c71c127debba6ea0dea9c7ff308ca,8595595,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3820,3820,"<[8595595.0, 8864142.0]>",0x110d5bb8776d26f6faaa5f85b8be54d7664f6ab5,8595595,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3821,3821,"<[8595595.0, 8864142.0]>",0xbb6c878d2eda7b9c5ba900acd1939bfda24d97e6,8595595,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3822,3822,"<[8595595.0, 8864142.0]>",0xfc85ef76bb353924c6938900e0df5e77cd0207b9,8595595,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3823,3823,"<[8595595.0, 8864142.0]>",0x8434c28f4124bd81937110d6d9f8cbab55d9ce6d,8595595,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3824,3824,"<[8595595.0, 8864142.0]>",0x6f4cc8ac729c1479715875fcbb7dae8c5946e530,8595595,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3825,3825,"<[8595595.0, 8864142.0]>",0x370475605cdd970523cec8894fde2e317752159e,8595595,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3826,3826,"<[8595595.0, 8864142.0]>",0x042447804f578e06bba15c669cea90b4a23e2a0b,8595595,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3827,3827,"<[8595595.0, 8864142.0]>",0x28144481f099d41aa761e00b9758775fd60f4d0a,8595595,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3828,3828,"<[8595595.0, 8864142.0]>",0x023d96b401b81b34b32a2400fea04514330eab49,8595595,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3829,3829,"<[8595597.0, 8864142.0]>",0xda2ec89647a09dc99658d0ba7bbc0f13ee0712a9,8595597,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3830,3830,"<[8595597.0, 8864142.0]>",0xcd91a96ab39e7582598b51b78d5906a4609c2355,8595597,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3831,3831,"<[8595597.0, 8864142.0]>",0x25af7ddb70ab04465d6a8e1740ac8374810718a3,8595597,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3832,3832,"<[8595597.0, 8864142.0]>",0x4f73bb5b44ac85b4098eec2f1996e97188eabe9a,8595597,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3833,3833,"<[8595597.0, 8864142.0]>",0x1c511a179e0a929a275537a9135b78b4796bdb73,8595597,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3834,3834,"<[8595597.0, 8864142.0]>",0x3f2b63cdc5c16d7c2cf58d7b6494c18571635e65,8595597,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3835,3835,"<[8595597.0, 8864142.0]>",0x48caeffd56f94f317444f9eb780c575d609ec848,8595597,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3836,3836,"<[8595597.0, 8864142.0]>",0xc976eab4fe1dd3be6e50afed9d028532344eb276,8595597,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3837,3837,"<[8595597.0, 8864142.0]>",0x0e93646a11b1a78f11afeeed34eb5a0b66d74d64,8595597,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3838,3838,"<[8595597.0, 8864142.0]>",0x3530d654358ccdef4c09f0cf5c5eb7ba457ce82f,8595597,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3839,3839,"<[8595597.0, 8864142.0]>",0x0a7c8aaceeb0995c1b5ae758b5880b7173577f78,8595597,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3840,3840,"<[8595597.0, 8864142.0]>",0xda3e6b48928fb38073397f9f271f68e5d2a5860f,8595597,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3841,3841,"<[8595599.0, 8864142.0]>",0xcef2c89cb049fa14242a829400ace5df17c17eba,8595599,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3842,3842,"<[8595599.0, 8864142.0]>",0xbc54ed7558a0c179a0f7f4f2e5c691a0104d103c,8595599,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3843,3843,"<[8595599.0, 8864142.0]>",0x1ed016dd14fb6900bbb77d93481d9794d844337b,8595599,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3844,3844,"<[8595599.0, 8864142.0]>",0x9e2f32b6dc4899b5de5b56dbb7d445f51081739c,8595599,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3845,3845,"<[8595601.0, 8864142.0]>",0xa93ecd48b8806aa04731af802b46b8c9b493ce42,8595601,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3846,3846,"<[8595601.0, 8864142.0]>",0x86e41f6e74129bef929cdcfa7f68a1593306da68,8595601,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3847,3847,"<[8595601.0, 8864142.0]>",0x36ec05e37006983f18f4539192162ab15807f89e,8595601,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3848,3848,"<[8595601.0, 8864142.0]>",0xd1dbea2fa48c44108cfda199d6db1d1eb6360e1f,8595601,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3849,3849,"<[8595603.0, 8864142.0]>",0x72f1c87b735238a71f65244ea6ce29a3722404d5,8595603,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3850,3850,"<[8595603.0, 8864142.0]>",0xfb0b4b0c24dbd160090417c580786c24ac8b6347,8595603,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3851,3851,"<[8595603.0, 8864142.0]>",0xdf75ea0947e371b4d83960ec9e6f25971834533f,8595603,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3852,3852,"<[8595603.0, 8864142.0]>",0x7ddf39e40f2b403e53684c1b0eb4cd97944dcd87,8595603,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3853,3853,"<[8595603.0, 8864142.0]>",0x64545e90ee1787c9b2c6a21537cad24b3c1f0703,8595603,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3854,3854,"<[8595603.0, 8864142.0]>",0x0f2b579d08f58e5d58508926638ba97e91500d89,8595603,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3855,3855,"<[8595605.0, 8864142.0]>",0x353caf688de387a697fff0c432dbf9b0f40e2b01,8595605,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3856,3856,"<[8595605.0, 8864142.0]>",0xa766dd9c310c37a28c7440abffb12b5bc868b623,8595605,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3857,3857,"<[8595605.0, 8864142.0]>",0xa1b73b544a36f521ba035dbb241987e8ba638f7d,8595605,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3858,3858,"<[8595605.0, 8864142.0]>",0xd1de494bbaf585c0609a0867f607da1f8b61cd28,8595605,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3859,3859,"<[8595605.0, 8864142.0]>",0xb44597c8a23a99cfb3563704c420c1574c41c994,8595605,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3860,3860,"<[8595605.0, 8864142.0]>",0xefed2005e145ffb0c51fa10ab421a77740b4edb8,8595605,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3861,3861,"<[8595605.0, 8864142.0]>",0x2600268d0318f46cef2c25f69353494248ea9ecb,8595605,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3862,3862,"<[8595605.0, 8864142.0]>",0xae6ffa42fdacd185c1998cf3700f9dde24063a0a,8595605,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3863,3863,"<[8595605.0, 8864142.0]>",0x9978c74769d696f820a3f43527d8fb52712ce187,8595605,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3864,3864,"<[8595606.0, 8864142.0]>",0xf6a1c1b3e5936ba2b50cb79adacc4fdecc30e07b,8595606,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3865,3865,"<[8595606.0, 8864142.0]>",0x55260da8d31e63716a816c21c3cfd5d4b90cd471,8595606,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3866,3866,"<[8595607.0, 8864142.0]>",0xe8cd4ef20c11eb38d339b80fbdae91ddb96af350,8595607,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3867,3867,"<[8595607.0, 8864142.0]>",0x3bebee94bac40baa41a6a7f04b33a155aaad26e5,8595607,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3868,3868,"<[8595609.0, 8864142.0]>",0xa97f0cbccd7bcffbd5c6afd15a62d00743bb9432,8595609,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3869,3869,"<[8595609.0, 8864142.0]>",0xfc1bc6eb33c3e25f7315ce1bd812d564929aff10,8595609,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3870,3870,"<[8595609.0, 8864142.0]>",0x970e30f14c5777aeef1c7477ef8934a2094d420d,8595609,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3871,3871,"<[8595609.0, 8864142.0]>",0x6e4b14bf0e14b8aa3dee0ab64f78831a056249c8,8595609,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3872,3872,"<[8595609.0, 8864142.0]>",0xd8a78751a1c6d9c6ece42059777dd5530ae2ae4a,8595609,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3873,3873,"<[8595609.0, 8864142.0]>",0x996c88dcaed05603e469dc5ae5bdec0d35a5eff7,8595609,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3874,3874,"<[8595609.0, 8864142.0]>",0x3ba37eed75e8b5d7f28db063f79fe7a4aaebd238,8595609,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3875,3875,"<[8595609.0, 8864142.0]>",0xdc305254a8a5830ad2c129a799a207a7e56cdda8,8595609,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3876,3876,"<[8595611.0, 8864142.0]>",0x459c1a47d4625a202d7ddbf90027c52ebe8ec8cf,8595611,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3877,3877,"<[8595611.0, 8864142.0]>",0x60e4844e752dab455b2cd220d7ed7d7100a27d84,8595611,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3878,3878,"<[8595611.0, 8864142.0]>",0xcce1e3d1a3b2eef347f26b5fda2a601656e6b4c8,8595611,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3879,3879,"<[8595611.0, 8864142.0]>",0x74db81738865dad2bef5be3daee45422bc785142,8595611,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3880,3880,"<[8595611.0, 8864142.0]>",0xb1203318dd196222ac2f973c33a9b1f683dd1fb1,8595611,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3881,3881,"<[8595611.0, 8864142.0]>",0x071ed63596cbd20ab0fcaef0277e99b53d4f332d,8595611,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
3882,3882,"<[8595611.0, 8864142.0]>",0x388b28fb8c82f9765c2dc34a0e18c1c3ffbc082a,8595611,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
