Id,Label,timeset,account,1,2,pr_indegree,pr_indegree_normalized,pr_domain,pr_proximity,pr_rank,pr_rank_min-max-normalized,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,pageranks,clustering
1477,1477,"<[8589705.0, 8864142.0]>",0xeebafa086a5aaa03ff285b23afc9e3b1e695bef5,8589705,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1478,1478,"<[8589705.0, 8864142.0]>",0xde247c2d86824ef45c7e3c3e950d801d1a555752,8589705,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1479,1479,"<[8589705.0, 8864142.0]>",0xcb549b02bee77b5ff727af00a4961a9560a51910,8589705,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1480,1480,"<[8589705.0, 8864142.0]>",0x9cf3fc41254ab3a223378a58b6be82b854ce5eab,8589705,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1481,1481,"<[8589705.0, 8864142.0]>",0x011f22e76ab54330b1a80852e8c09d37ec41beb8,8589705,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1482,1482,"<[8589705.0, 8864142.0]>",0x2467b5513753b417b96da96d2088d39ee543d255,8589705,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1483,1483,"<[8589705.0, 8864142.0]>",0x6c00721c623db7dc0d4736422cfc06a7f9f61b41,8589705,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1484,1484,"<[8589705.0, 8864142.0]>",0xb032b33aaa796741ddc9244faaab74cc6169bab7,8589705,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1485,1485,"<[8589709.0, 8864142.0]>",0xb5ef2d459ff58e52db4e5e23585bd372614cea55,8589709,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1486,1486,"<[8589710.0, 8864142.0]>",0x637970bd90178bf5e6ec1c666be07b058151f67b,8589710,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1487,1487,"<[8589710.0, 8864142.0]>",0x3f3fb8d10101639a6c602a7b83daea72e2d1959f,8589710,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1488,1488,"<[8589713.0, 8864142.0]>",0x1e88ca288b6a6f275ef7dc3169cceebcb2200805,8589713,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1489,1489,"<[8589713.0, 8864142.0]>",0x647792027b7bd756516d0aadaa3ffe78da98ef01,8589713,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1490,1490,"<[8589713.0, 8864142.0]>",0x2c2c626fa9200b8080f9124f2a097b4a676ba5a4,8589713,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1491,1491,"<[8589713.0, 8864142.0]>",0xd44959855570e56c114a309500f7aaec597bec05,8589713,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1492,1492,"<[8589713.0, 8864142.0]>",0x0625e54aadb5eb39b7f9f5dc9cfb90d9a73c8d46,8589713,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1493,1493,"<[8589713.0, 8864142.0]>",0x2e432cc1e19be39991f9132824f17c7da92d1703,8589713,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1494,1494,"<[8589713.0, 8864142.0]>",0x6011205cf9b73ff66001c4a65f76a62d5d77b6eb,8589713,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1495,1495,"<[8589713.0, 8864142.0]>",0x153f2e3159e6a7f5ebd8daf6995773f398e839ff,8589713,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1496,1496,"<[8589713.0, 8864142.0]>",0x877e1f4e03bffc33e8a46542c04028f9645794e6,8589713,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1497,1497,"<[8589713.0, 8864142.0]>",0xc60f574b4735e97f9fd633e8346e829cf70b499d,8589713,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1498,1498,"<[8589713.0, 8864142.0]>",0x542e9f69ff38d3e6f34ed01d0b58f271024826ce,8589713,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1499,1499,"<[8589713.0, 8864142.0]>",0x95c34cc2501a6bfccd3a5390408d868c0345d15f,8589713,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1500,1500,"<[8589713.0, 8864142.0]>",0x9502b0925feec57ca3a6b71617dce4fb80948e65,8589713,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1501,1501,"<[8589713.0, 8864142.0]>",0xba4553706f385663c8de40c1eb03302a365fc0d2,8589713,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1502,1502,"<[8589713.0, 8864142.0]>",0xc02b7b6f66fb289c1cb3354e2be400c6aeba73c6,8589713,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1503,1503,"<[8589713.0, 8864142.0]>",0xb43ab3fd4bde4df8017b58d5ff07639095839642,8589713,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1504,1504,"<[8589716.0, 8864142.0]>",0xf539d38f551997839450e0f71e53dd7ee5288f8d,8589716,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1505,1505,"<[8589716.0, 8864142.0]>",0x89e5fa96a48118846e1933ba723b143791966c60,8589716,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1506,1506,"<[8589716.0, 8864142.0]>",0xd47f500727e5816044359b7e51114bb50b6c16fe,8589716,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1507,1507,"<[8589716.0, 8864142.0]>",0x9a3fdff2ffed38b52843d281fa5e77850fe77269,8589716,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1508,1508,"<[8589716.0, 8864142.0]>",0xd90450a82c2d11e8d8a0b1db96a9171101f45779,8589716,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1509,1509,"<[8589716.0, 8864142.0]>",0x4d583a7befbd62a5aec3e9df84a638d136e24521,8589716,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1510,1510,"<[8589716.0, 8864142.0]>",0xa93d650f7b70fc920d854fc9e456206a90fb7c13,8589716,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1511,1511,"<[8589716.0, 8864142.0]>",0xded98081da0563ac9c93851e30dfbb82433dc0c3,8589716,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1512,1512,"<[8589716.0, 8864142.0]>",0x7b7bb3651527fcc590f8118549e0cb5e7e0e21c5,8589716,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1513,1513,"<[8589716.0, 8864142.0]>",0xf2cc0e8e6f357ab62139f33c3bbca3f4b3362866,8589716,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1514,1514,"<[8589716.0, 8864142.0]>",0xdeec69991a61cbc80f098d9fba6181eea6609881,8589716,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1515,1515,"<[8589716.0, 8864142.0]>",0x6371478ba4e462d97adaabd5d3f9ee8872986a75,8589716,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1516,1516,"<[8589716.0, 8864142.0]>",0xac70a9857b36fd53cf249a49ea34dfefbeb6e5a3,8589716,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1517,1517,"<[8589716.0, 8864142.0]>",0xc891cb7e06ea14d159711dcae71a65712427998e,8589716,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1518,1518,"<[8589716.0, 8864142.0]>",0x55f34b799bcc2141a9dccc4b05eca024407c8da4,8589716,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1519,1519,"<[8589716.0, 8864142.0]>",0xd8d5af668ce1cb0d44818648863cbcfe041956b9,8589716,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1520,1520,"<[8589716.0, 8864142.0]>",0x99e1af28d88a38bc3aa5ed03d54d22ce9d913271,8589716,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1521,1521,"<[8589716.0, 8864142.0]>",0x007c99035da8e3e61e5251efaf996631741d4d1c,8589716,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1522,1522,"<[8589716.0, 8864142.0]>",0xd2290fa73e5a7c43b5a428d2f74ff47631d12cc8,8589716,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1523,1523,"<[8589716.0, 8864142.0]>",0x3ed824133ff519e96c115ea83ff5796ae5a3cf5a,8589716,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1524,1524,"<[8589718.0, 8864142.0]>",0x627356515aeb1a6a8a8c22166ef26bc0849fbe5b,8589718,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1525,1525,"<[8589726.0, 8864142.0]>",0x9972ae9394f73d415cd41056df101345c81175d7,8589726,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1526,1526,"<[8589726.0, 8864142.0]>",0x40874a7e5d0084fd8255349367d15f9443c16791,8589726,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1527,1527,"<[8589726.0, 8864142.0]>",0x420d86b6664af6a97cb3afbfe3de292889c9abd5,8589726,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1528,1528,"<[8589726.0, 8864142.0]>",0xcc3df110bd28ef706b118a78f7e9f6641ed8e2f1,8589726,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1529,1529,"<[8589726.0, 8864142.0]>",0x978f8933266a8928227810b692fc822017795a3e,8589726,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1530,1530,"<[8589726.0, 8864142.0]>",0xbc9a6839ca8c3d2e7b0f0b771f3b9e3a81f3f415,8589726,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1531,1531,"<[8589726.0, 8864142.0]>",0xd2eabd3dfee2669f5be6079b1087d88751007163,8589726,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1532,1532,"<[8589726.0, 8864142.0]>",0x6312c57979dcb378baa562b90c54b5d4f4b1f34b,8589726,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1533,1533,"<[8589726.0, 8864142.0]>",0x0ce4a3dda7ea4704524e1884cb86a72d2b7c2eb5,8589726,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1534,1534,"<[8589726.0, 8864142.0]>",0x197a22bbc7e39ed1a2ff522719428e65ec72144d,8589726,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1535,1535,"<[8589726.0, 8864142.0]>",0xaf3e2571a7d33b97c696a4376fb0364b936e81a9,8589726,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1536,1536,"<[8589726.0, 8864142.0]>",0x06d4e26e9ed7969ac1ef20cb322b7bdcdf8c4cf8,8589726,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1537,1537,"<[8589726.0, 8864142.0]>",0x8e779a0e3ea3674b39efbdd7a9517848b134fb81,8589726,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1538,1538,"<[8589726.0, 8864142.0]>",0x0a0725c9165cc70d56c705532d02a554bf777cbb,8589726,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1539,1539,"<[8589726.0, 8864142.0]>",0xe68cbc06f89f7b27fb31337ce52f101c99a02d33,8589726,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1540,1540,"<[8589726.0, 8864142.0]>",0x113b86d5b766bd706df923910bc90599eef6ede0,8589726,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1541,1541,"<[8589728.0, 8864142.0]>",0xe2ef379ce24dd04ef3aaa85c7a634f4979155133,8589728,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1542,1542,"<[8589728.0, 8864142.0]>",0xa4a78797f6f23fa49878e0cc725621ba62494915,8589728,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1543,1543,"<[8589728.0, 8864142.0]>",0x667db369cc89d335ed1f2a4acf9575ed519a9f02,8589728,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1544,1544,"<[8589728.0, 8864142.0]>",0xebf9d7750e4c44c53c87b44eeeaa91f21d77710c,8589728,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1545,1545,"<[8589728.0, 8864142.0]>",0x28b074befd70f35bc28172bbcd1a56eb0a5e7aa0,8589728,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1546,1546,"<[8589728.0, 8864142.0]>",0x53bf20c7dbe5bde3982de30965a666770d6394f0,8589728,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1547,1547,"<[8589728.0, 8864142.0]>",0x220bd99e677bb7e20662242d2ab0b84c6c715467,8589728,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1548,1548,"<[8589728.0, 8864142.0]>",0x21eecd3db8bc7229ac532455f762ad9151feeca6,8589728,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1549,1549,"<[8589728.0, 8864142.0]>",0x37ccdad507a10d869f7a2e58411349cbbabac451,8589728,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1550,1550,"<[8589728.0, 8864142.0]>",0x81ab184b73f61ff55099ee5c79edf8611d391ba3,8589728,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1551,1551,"<[8589728.0, 8864142.0]>",0x6111c3bcefd78a86f08a05eb5311d54ed8769464,8589728,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1552,1552,"<[8589728.0, 8864142.0]>",0x4fedb39180e6dc3eb897742e5338010c49f18245,8589728,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1553,1553,"<[8589728.0, 8864142.0]>",0xf30fa35a2637812a097c3a796aabe3712d2b82e5,8589728,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1554,1554,"<[8589728.0, 8864142.0]>",0x88b2a711e6be2ece6baafaab876f4f56cb35747a,8589728,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1555,1555,"<[8589728.0, 8864142.0]>",0x347f7f0be3f8160de3b8d859ca46639a065ef760,8589728,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1556,1556,"<[8589728.0, 8864142.0]>",0x420fed532492c38574f8903209c388266042659f,8589728,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1557,1557,"<[8589728.0, 8864142.0]>",0xb10e69dfa50a064ced02077c1f8f919b80893bfb,8589728,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1558,1558,"<[8589728.0, 8864142.0]>",0x7941843cd6c1c341f70b6ad6ff45e6dfcc89e4f4,8589728,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1559,1559,"<[8589728.0, 8864142.0]>",0xd7d131e3853af83223a211133c4db77900bf2ac8,8589728,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1560,1560,"<[8589728.0, 8864142.0]>",0x00a71fdf48cbdbf0c8fcdc8334ba59b0cef35e37,8589728,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1561,1561,"<[8589729.0, 8864142.0]>",0xdc65deaf254f3b1a861927b88b12bf7249db82ea,8589729,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1562,1562,"<[8589729.0, 8864142.0]>",0x9f29b694df0b20989dc8296b0982c5644a78874f,8589729,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1563,1563,"<[8589729.0, 8864142.0]>",0x09905bcf74e3b0e7f52b8e713fcc8abea737fe32,8589729,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1564,1564,"<[8589729.0, 8864142.0]>",0xe1f36f98733990f9d5f2d513c3bcd1827e9a8e3c,8589729,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1565,1565,"<[8589733.0, 8864142.0]>",0xd7cb1286397a3259b9c83a9197b3382a6a129704,8589733,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1566,1566,"<[8589733.0, 8864142.0]>",0x88894fa8b15f0970bc6e8d8c948d9c050afd1657,8589733,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1567,1567,"<[8589733.0, 8864142.0]>",0xd90dc605d8897740e72f24f46147078f977eaafd,8589733,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1568,1568,"<[8589734.0, 8864142.0]>",0xba806a76f1e9c49cf7d942d58ee276c9ed862d86,8589734,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1569,1569,"<[8589734.0, 8864142.0]>",0x8a25813aef7a31fce708084cbdb9894335baaea7,8589734,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1570,1570,"<[8589734.0, 8864142.0]>",0x3ab1e89fe275d5685ff09b99ff88d4bfc729c5ee,8589734,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1571,1571,"<[8589737.0, 8864142.0]>",0x79bc59fc884c6d2105203fb35cd226fdc079d7c6,8589737,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1572,1572,"<[8589737.0, 8864142.0]>",0x6adbe646fc508ae9158caaca0fe9870d195461ae,8589737,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1573,1573,"<[8589737.0, 8864142.0]>",0xc9c9e420d04ffe3cb87be76333b12484c24c14be,8589737,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1574,1574,"<[8589737.0, 8864142.0]>",0x1368714abcbfb17601612c7a263b305cb533fa19,8589737,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1575,1575,"<[8589737.0, 8864142.0]>",0xcab2a1e2c1c9d8846f1617ba5871b29906f14318,8589737,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1576,1576,"<[8589737.0, 8864142.0]>",0xea18f7aaa824d8ab6eccafed88ec0e4c56b5a3b4,8589737,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1577,1577,"<[8589737.0, 8864142.0]>",0x0051f9acc917c7ca824beec2b9bd5120b846459d,8589737,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1578,1578,"<[8589737.0, 8864142.0]>",0xa52fd9ac8d6716d55218a6f693db407c53a92b88,8589737,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1579,1579,"<[8589737.0, 8864142.0]>",0x70c48e29018c8dcec2bc15ef15c1cf3a5708b5ba,8589737,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1580,1580,"<[8589737.0, 8864142.0]>",0x4cbf963a3eb827e1b838a22c44720ce6130a31b5,8589737,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1581,1581,"<[8589737.0, 8864142.0]>",0x1560b1e7e47a3fbacd6f00d9a800ce33e502f13a,8589737,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1582,1582,"<[8589737.0, 8864142.0]>",0x7ec2227d2d47a41c355d3b6b05edcd97c3ec2558,8589737,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1583,1583,"<[8589737.0, 8864142.0]>",0xcd0034edfbcc006f55bc6f5c40c7cfcd306f941f,8589737,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1584,1584,"<[8589737.0, 8864142.0]>",0x16e797b86ca00d94e8dcaefb0df6a6c7e0ec6d79,8589737,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1585,1585,"<[8589740.0, 8864142.0]>",0x4bdae4bd7fdb7ac11165994fa63ff14b86dbb764,8589740,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1586,1586,"<[8589740.0, 8864142.0]>",0x7d91b5e65dd6c4765f221ed2107fb78c35b36d09,8589740,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1587,1587,"<[8589740.0, 8864142.0]>",0xe62da79b3e959e8ab17b0e5e3b41b37ddc6e2911,8589740,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1588,1588,"<[8589740.0, 8864142.0]>",0x4c37145d0ea2110cfbef7479d92b974b26d63f84,8589740,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1589,1589,"<[8589740.0, 8864142.0]>",0x54f87add91742374b566ffe22079a629eb812f6c,8589740,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1590,1590,"<[8589740.0, 8864142.0]>",0xad2d95dc880480656b4cbe2616352f26463c0af2,8589740,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1591,1591,"<[8589740.0, 8864142.0]>",0xf1aab63e4538dc0f46b88b078b3bb7b6786840e4,8589740,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1592,1592,"<[8589740.0, 8864142.0]>",0x8587e5d364cf3f4f62a16f979e210ea64e5009f5,8589740,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1593,1593,"<[8589740.0, 8864142.0]>",0x038524c135dff9a983bdf79a76820fd78283c128,8589740,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1594,1594,"<[8589740.0, 8864142.0]>",0x0733391f0889bd455d7f7c01ba84fce96a4b9a92,8589740,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1595,1595,"<[8589741.0, 8864142.0]>",0xec6c5ca8cdee43d3d5de35b277bc11b13cea07ab,8589741,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1596,1596,"<[8589741.0, 8864142.0]>",0x395395b1d1c43b9809210cab0a8072d0eaa453d7,8589741,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
1597,1597,"<[8589741.0, 8864142.0]>",0xf553b6844db47393203741648eeb4984f77a20f5,8589741,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
